,dates,value,timestep_sum,peak_volumes,peak_hours,peak_norm,site
0,2019-10-22,8359.648000000001,24,2629.968,21,0.3146027201145311,block11
1,2019-10-23,8314.768,24,2763.8599999999997,7,0.3324037423533645,block11
2,2019-10-24,8732.152,24,2819.9600000000005,7,0.3229398663697105,block11
3,2019-10-25,8100.092,24,2856.6120000000005,8,0.35266414258010903,block11
4,2019-10-26,9078.476,24,2595.56,10,0.2859026118480678,block11
5,2019-10-29,8702.232,24,2705.5159999999996,8,0.3108990888774282,block11
6,2019-10-30,8989.464,24,2773.584,7,0.30853719420868697,block11
7,2019-10-31,9117.372,24,2885.784,7,0.31651489047501846,block11
8,2019-11-01,8841.36,24,2807.244,8,0.31751269035533,block11
9,2019-11-02,9163.748,24,2927.672,10,0.31948412374500046,block11
10,2019-11-05,9414.328000000001,24,2954.6000000000004,7,0.31384077546480216,block11
11,2019-11-06,9897.536,24,3232.1080000000006,7,0.3265568319226119,block11
12,2019-11-07,8518.224000000002,24,2895.5080000000003,8,0.3399192132068844,block11
13,2019-11-08,8670.815999999999,24,3223.88,7,0.371808143547274,block11
14,2019-11-09,9257.247999999998,24,2931.4120000000003,10,0.3166612798965741,block11
15,2019-11-12,8916.908000000001,24,2762.364,7,0.30978944719402735,block11
16,2019-11-13,9201.896,24,2930.664,7,0.31848479921963907,block11
17,2019-11-14,8973.756000000001,24,2718.98,7,0.3029924147703592,block11
18,2019-11-15,8701.484000000002,24,3290.452,7,0.3781483710134961,block11
19,2019-11-16,8889.98,24,2744.412,10,0.3087084560370214,block11
20,2019-11-19,9337.284000000003,24,3173.016,7,0.33982215813506356,block11
21,2019-11-20,9224.336000000001,24,3241.0840000000003,7,0.3513623094388582,block11
22,2019-11-21,9094.183999999997,24,3130.38,7,0.3442177989800955,block11
23,2019-11-22,9087.452,24,3122.9000000000005,8,0.3436496831014899,block11
24,2019-11-23,9299.136,24,2845.3920000000003,10,0.305984555984556,block11
25,2019-11-26,8539.168,24,2754.136,7,0.32252978276103716,block11
26,2019-11-27,8076.904,24,2593.316,7,0.3210779774032228,block11
27,2019-11-29,6864.395999999999,24,1754.0600000000002,11,0.25553012967200617,block11
28,2019-11-30,7920.572000000002,24,2384.624,11,0.30106714515062794,block11
29,2019-12-03,9492.868,24,3003.9680000000003,7,0.31644472460798995,block11
30,2019-12-04,9237.800000000001,24,2987.512,7,0.3234008097165992,block11
31,2019-12-05,9673.884,24,2894.76,8,0.2992345163535143,block11
32,2019-12-06,8872.776,24,3064.556,8,0.3453886359804417,block11
33,2019-12-07,9356.732,24,2922.436,11,0.3123351187145255,block11
34,2019-12-10,9193.667999999998,24,2856.6120000000005,8,0.31071515743226763,block11
35,2019-12-11,9088.948,24,2899.9960000000005,7,0.3190683894329685,block11
36,2019-12-12,8063.4400000000005,24,2478.8720000000003,7,0.30742115027829314,block11
37,2019-12-13,8673.060000000001,24,2851.3759999999997,8,0.32876239758516596,block11
38,2019-12-14,8616.96,24,2371.908,14,0.2752604166666667,block11
39,2019-12-17,9098.672000000002,24,2966.568,8,0.32604406445248274,block11
40,2019-12-18,8606.488,24,2969.56,8,0.3450373718060143,block11
41,2019-12-19,8542.16,24,2705.5159999999996,8,0.31672504378283717,block11
42,2019-12-20,7683.456000000002,24,2436.236,8,0.31707554517133946,block11
43,2019-12-21,8185.364,24,2255.2200000000003,10,0.2755185963629718,block11
44,2019-12-24,6001.204000000001,24,1638.8680000000002,8,0.2730898666334289,block11
45,2019-12-26,6572.676000000001,24,1706.936,20,0.2597018322521907,block11
46,2019-12-27,6767.904,24,1743.588,19,0.2576259946949602,block11
47,2019-12-28,7155.368,24,1897.6760000000002,10,0.2652101191720677,block11
48,2019-12-31,8405.276000000002,24,2226.7960000000003,8,0.2649283616623654,block11
49,2020-01-02,8349.176,24,2443.716,8,0.29268948217165386,block11
50,2020-01-03,7696.172000000001,24,2252.228,8,0.2926426280493731,block11
51,2020-01-04,9916.983999999999,24,3153.568,10,0.3179966812490572,block11
52,2020-01-07,8750.104000000003,24,2938.1440000000002,20,0.3357838946828517,block11
53,2020-01-08,9311.852,24,2950.8599999999997,20,0.3168929231263555,block11
54,2020-01-09,9620.776,24,2761.616,8,0.2870471155341316,block11
55,2020-01-10,9165.243999999999,24,2862.5960000000005,7,0.3123316738757856,block11
56,2020-01-11,10403.935,24,2986.0159999999996,10,0.2870083290601104,block11
57,2020-01-14,10089.771999999999,24,2866.3360000000002,7,0.28408332715546003,block11
58,2020-01-15,10532.588,24,3280.728,20,0.3114835594062922,block11
59,2020-01-16,10197.484000000002,24,3093.728,8,0.30338150077018994,block11
60,2020-01-17,9168.984,24,3099.712,8,0.33806493718387987,block11
61,2020-01-18,9703.056,24,2647.92,11,0.272895467160037,block11
62,2020-01-21,9780.848000000002,24,3106.444,20,0.3176047721015601,block11
63,2020-01-22,8973.008,24,3024.1639999999998,20,0.33702900966988997,block11
64,2020-01-23,9485.387999999999,24,2828.188,7,0.2981626054727545,block11
65,2020-01-24,8530.94,24,2885.036,7,0.33818500657606315,block11
66,2020-01-25,9912.496,24,2974.796,11,0.3001056444310293,block11
67,2020-01-28,9228.824000000002,24,2821.456,8,0.30572215918301177,block11
68,2020-01-29,9263.106999999998,24,2918.594,7,0.31507721977086095,block11
69,2020-01-30,9249.767999999998,24,2743.6639999999998,7,0.2966197638686722,block11
70,2020-01-31,8902.696000000002,24,2653.156,7,0.2980171399764745,block11
71,2020-02-01,9081.468,24,2562.648,11,0.2821843340746232,block11
72,2020-02-04,9893.856,24,2953.1040000000003,7,0.29847857094342184,block11
73,2020-02-05,9474.168,24,2880.5480000000002,7,0.30404231801673776,block11
74,2020-02-06,10067.331999999999,24,3092.9799999999996,8,0.30722936325135597,block11
75,2020-02-07,9768.132,24,3151.324,7,0.3226127574852592,block11
76,2020-02-08,10133.903999999999,24,3270.256,10,0.3227044582226159,block11
77,2020-02-11,9691.087999999998,24,3168.5280000000002,7,0.3269527631985181,block11
78,2020-02-12,10074.064,24,3149.08,21,0.3125928125928126,block11
79,2020-02-13,10121.936,24,3140.8520000000003,20,0.3103015075376885,block11
80,2020-02-14,10069.576000000001,24,2862.596,7,0.2842816817709107,block11
81,2020-02-15,9950.627,24,2857.343,11,0.2871520558453251,block11
82,2020-02-18,10156.344000000001,24,3312.144,20,0.3261157755192223,block11
83,2020-02-19,10150.359999999999,24,3197.7000000000003,20,0.31503316138540904,block11
84,2020-02-20,10002.256000000001,24,3119.16,7,0.3118456476218964,block11
85,2020-02-21,9207.661000000002,24,3172.268,7,0.3445248472983529,block11
86,2020-02-22,10230.223999999997,24,2802.584,11,0.27395138170972605,block11
87,2020-02-25,10181.028,24,3129.632,7,0.3073984277422673,block11
88,2020-02-26,9916.892,24,2970.308,7,0.2995200512418609,block11
89,2020-02-27,10854.050000000001,24,3199.944,20,0.2948156678843381,block11
90,2020-02-28,9593.268,24,3339.82,7,0.3481420512801269,block11
91,2020-02-29,10490.700000000003,24,2810.984,9,0.26795008912655965,block11
92,2020-03-03,10234.884,24,3010.7,20,0.2941606372871446,block11
93,2020-03-04,10683.684,24,3025.66,20,0.2832038087236575,block11
94,2020-03-05,10478.732000000004,24,2974.0480000000002,19,0.2838175458633735,block11
95,2020-03-06,10681.44,24,2719.7279999999996,18,0.2546218487394958,block11
96,2020-03-07,11230.472000000002,24,3229.864,10,0.2875982416411349,block11
97,2020-03-10,10292.480000000001,24,3211.1639999999998,20,0.31199127906976737,block11
98,2020-03-11,10521.368,24,2700.2799999999997,20,0.25664723446608845,block11
99,2020-03-12,10715.848,24,2798.2680000000005,21,0.2611336032388664,block11
100,2020-03-13,9684.355999999998,24,2420.5280000000002,18,0.24994207152236045,block11
101,2020-03-14,11268.619999999999,24,2873.068,11,0.2549618320610687,block11
102,2020-03-17,10694.904,24,3002.472,19,0.2807385648342426,block11
103,2020-03-18,10678.448000000002,24,3006.9600000000005,20,0.28159148220790137,block11
104,2020-03-19,10784.626,24,2984.5200000000004,20,0.2767383866626437,block11
105,2020-03-20,10663.488000000001,24,2938.1440000000002,20,0.27553310886644217,block11
106,2020-03-21,11259.644,24,3227.62,18,0.28665382315817445,block11
107,2020-03-24,10386.874999999998,24,3218.791,19,0.3098902220350202,block11
108,2020-03-25,10601.223999999998,24,2861.8480000000004,21,0.2699544882741843,block11
109,2020-03-26,10322.4,24,3025.66,19,0.2931159420289855,block11
110,2020-03-27,9780.848,24,2603.04,18,0.2661364331599878,block11
111,2020-03-28,11220.0,24,3255.2959999999994,11,0.2901333333333333,block11
112,2020-03-31,10414.403999999999,24,3012.944,20,0.28930546577605404,block11
113,2020-04-01,10449.56,24,2987.512,20,0.2858983536148891,block11
114,2020-04-02,10650.023999999998,24,2864.092,20,0.26892822025565394,block11
115,2020-04-03,9563.928000000002,24,2431.0,18,0.2541842640387924,block11
116,2020-04-04,11614.196000000002,24,3380.212,12,0.2910414117343981,block11
117,2020-04-07,11354.635,24,3430.328,20,0.3021081699235598,block11
118,2020-04-08,10270.788000000002,24,2944.8759999999997,19,0.2867234724346369,block11
119,2020-04-09,10216.932,24,3101.2080000000005,19,0.3035361300241599,block11
120,2020-04-10,10087.527999999998,24,2590.324,19,0.25678481388106184,block11
121,2020-04-11,10979.892,24,3170.024,12,0.2887117651066149,block11
122,2020-04-14,10563.422,24,3413.872,20,0.32317860632662404,block11
123,2020-04-15,10234.884,24,2757.876,19,0.2694584520938391,block11
124,2020-04-16,10276.024,24,3143.844,20,0.3059397292182268,block11
125,2020-04-17,9779.352,24,2316.556,19,0.2368823619397277,block11
126,2020-04-18,10614.12,24,3195.456,13,0.3010570824524313,block11
